Collezione 1,Collezione 2,Collezione 3
14.5952,0.410665,0.618368
0.751759,1.49794,1.59996
1.23026,2.68534,2.75252
3.19143,3.62465,3.52504
6.13761,0.434245,0.445631
9.79983,3.23152,2.59179
15.1688,1.54516,1.29257
21.1438,3.00276,2.88288
28.7947,0.13513,0.234395
37.3831,1.2282,0.851563
4.87144,0.596621,0.605424
0.586956,0.546708,0.752003
2.34041,0.00593757,0.0720451
1.86384,0.0103143,0.577655
0.581945,0.588441,0.0128495
2.34419,0.0335324,0.134335
0.711562,0.629446,0.607837
0.700194,0.798331,0.977344
68.4726,0.573356,0.574234
0.664998,2.35073,0.0429862
61.008,5.23799,0.617717
0.673774,0.138401,2.34836
13.8835,0.629843,5.27107
0.72333,2.32053,0.743835
2.44616,5.2626,0.599879
5.39516,0.0670318,2.34406
9.34268,0.58557,5.2633
14.7649,2.32634,1.51944
39.7974,5.26396,0.604827
0.922398,0.669541,2.41641
2.68708,0.641596,5.26522
5.47716,1.05514,6.64987
9.68258,2.09016,1.82787
22.499,0.201359,0.331206
4.95704,3.68121,5.56343
1.48139,1.04175,0.846526
5.80465,1.92291,4.0306
7.60385,0.57349,0.935408
0.589009,0.592325,0.583071
0.135006,0.277232,0.530859
0.643421,0.905912,2.84682
0.0328428,0.581308,0.00486306
0.586308,0.514036,0.170613
0.021118,0.154302,0.0262976
0.59478,0.00785261,0.839503
0.589513,0.000750211,0.0808359
0.602138,0.0502927,0.153863
2.65702,0.62071,0.222424
5.50024,0.574473,0.589535
0.127799,2.31646,0.050875
0.916299,0.0737486,0.652028
2.33673,0.866874,1.73253
5.28406,0.610083,0.636989
9.32967,2.45436,2.46051
2.12211,5.3671,5.34717
0.656073,3.14679,3.73347
0.771014,1.08536,1.10971
2.35265,2.37305,2.35291
23.275,5.38853,5.31969
0.781713,9.41808,9.42554
8.27366,14.7352,14.7297
0.730912,1.26552,12.0867
4.02073,0.598738,0.643146
0.686352,2.37389,2.38866
3.29264,5.30047,5.29124
0.765713,9.60176,2.63758
2.21311,15.0585,1.11232
0.613272,18.8795,2.34255
31.3723,10.6725,5.26021
11.1114,0.0816412,9.41523
25.2583,12.7079,14.6141
6.95532,0.838497,3.36066
15.272,20.833,9.91381
2.80982,1.6825,1.25437
7.3399,15.1186,10.9969
2.7926,4.6098,6.57363
1.22669,10.2716,5.89121
0.289907,8.78096,7.39838
0.184368,3.27723,1.38923
0.604467,1.56018,1.36467
0.394037,1.05619,0.316986
0.606258,0.194921,0.0437592
0.0572632,0.212989,0.0963997
0.643281,0.0175616,0.169749
2.33722,0.115468,0.0256741
2.36032,0.621943,0.636084
0.601623,1.45932,1.02953
2.70041,0.744068,0.160359
5.52791,2.5342,0.862343
9.68829,1.46482,1.64848
14.7734,0.9368,0.496912
0.973186,1.48147,1.41542
1.10177,0.802658,0.437614
2.73566,0.898283,0.627777
5.59285,0.265665,0.118504
9.57196,0.751974,0.71241
14.7998,0.594362,0.587577
21.0691,0.951651,0.540113
0.100421,0.592374,0.595101
0.644768,0.232827,0.239605
2.38171,0.575407,0.568655
5.26882,0.959112,0.689395
0.031152,0.0710616,0.0730647
0.59527,0.318327,0.355547
2.45012,0.822052,0.248916
5.26076,5.35153,2.45618
159.986,0.591889,0.584126
0.651308,2.36475,2.3602
5.63672,5.23684,5.24036
0.70204,1.73657,2.93962
58.1993,0.719114,0.68336
0.27784,2.31491,2.30477
0.727403,0.177807,1.11987
2.52411,0.010581,0.0102452
5.28211,2.36196,1.74471
9.73325,0.658296,0.643914
17.081,3.98958,3.58292
0.988419,0.383732,0.334019
3.36115,2.95528,2.40546
4.44809,0.75278,0.491319
8.62144,1.40059,1.70732
7.01397,0.0452362,0.173362
5.07267,1.1997,1.25614
2.88864,0.10379,0.0675171
3.44275,1.31581,1.82708
2.46701,0.707345,0.696412
0.659353,4.29749,5.57492
0.585874,0.0190282,0.609023
1.94436,0.865613,3.67565
0.784147,0.115455,0.406986
0.594633,0.0379931,0.082995
2.42277,0.0014428,0.589571
0.282661,0.00617139,0.890722
0.66683,0.0609415,0.237152
2.33991,0.582004,0.57262
0.205848,0.756085,0.734506
0.742809,0.589809,0.586173
2.5015,2.35068,2.35175
5.92447,0.0408924,0.429892
9.36531,0.495748,0.781624
14.6887,0.704748,0.796805
1.40412,2.3888,2.38983
1.21173,5.28481,5.28684
10.183,9.46913,9.48129
1.07701,0.107194,0.296245
2.34273,0.700904,0.72431
5.29324,2.42068,2.52161
9.39402,5.39029,5.33729
14.6627,9.50786,9.439
3.49706,14.6917,0.0799951
0.611728,1.4937,0.673891
2.38706,0.582209,2.34039
5.36379,2.3425,5.29168
2.07624,5.26354,0.172714
1.15873,9.62786,0.905696
2.51381,3.95397,2.5209
4.7493,0.798916,5.50512
0.829268,2.4347,9.42542
26.994,5.27001,14.5373
3.51986,9.45948,21.1144
20.264,14.5773,28.5026
10.638,21.2539,3.97729
4.48676,28.9332,6.31655
1.4811,45.2953,3.26773
1.52392,3.26189,2.95408
2.39047,0.675227,0.890624
0.74233,2.71249,1.89792
2.40019,1.36353,1.57744
0.249346,1.38364,1.01647
0.750041,0.872405,0.551633
2.39806,0.169802,0.123905
0.38727,0.630995,0.618799
0.697174,0.115593,0.169935
2.5911,0.337181,0.220728
5.30372,1.01504,1.08998
9.80054,0.537106,0.681579
0.148348,4.36923,4.11261
1.43049,3.59536,3.197
3.55199,3.02029,2.94633
5.92363,3.17464,3.37512
9.92702,2.59037,2.50307
15.2157,2.54536,2.53881
21.8523,2.76709,1.88751
29.01,2.168,1.78573
2.47623,0.27536,0.268426
0.591868,0.420695,0.477762
2.35575,0.140188,0.0255737
0.203006,0.0360834,0.0138143
0.588734,0.0834532,0.123169
0.161225,0.190751,0.25868
0.176508,0.023402,0.00685011
0.619938,0.147553,0.0635467
0.711776,0.592765,0.601516
0.712838,0.306492,0.482027
83.4627,0.588265,0.59005
0.692589,2.377,2.36815
36.2376,5.28626,5.26844
0.735622,1.43834,2.36534
10.2706,0.605834,0.614232
0.753389,2.32764,2.32666
2.427,5.23607,5.23516
5.39015,3.28648,4.88834
9.41462,0.586108,0.5812
14.6731,0.0418598,0.0347104
