Collezione 1,Collezione 2,Collezione 3
15.1544,18.2501,18.2893
14.9853,12.6865,13.2727
15.8855,13.1099,13.9578
14.3481,13.3254,13.9828
12.7122,12.7079,13.4234
15.0871,10.6984,11.7276
11.9242,13.4102,14.5203
8.96284,11.6302,12.8108
8.42752,13.0755,14.3186
10.7363,12.8124,14.1967
12.1206,16.4839,18.0769
15.8009,22.1496,23.7725
1.22977,28.3803,30.0759
0.739519,31.1727,33.1729
3.60208,35.8863,37.4228
8.6583,37.0889,38.5029
15.1378,40.8253,42.836
23.0935,42.4408,42.8869
32.2426,45.1812,45.0642
42.7503,47.2981,46.4285
18.4718,48.9668,47.3604
17.9338,48.0139,46.9653
21.1895,49.9089,48.608
26.1413,52.3375,50.0267
21.2337,54.9653,52.2781
24.7665,59.011,57.2573
23.9998,57.762,56.4217
39.9537,57.5809,55.7909
18.7236,57.0872,55.5725
386.921,57.6977,56.7641
14.6093,52.5356,53.851
37.0071,51.5204,50.1139
8.96727,52.1764,50.7343
8.14203,53.6399,52.3597
9.08839,48.1784,47.8577
12.0187,47.2639,45.6454
15.8756,49.8082,47.9638
21.4286,48.0212,47.247
1.16443,48.8426,46.6159
38.0526,49.3199,47.6414
0.968866,50.1466,47.539
3.6816,51.3968,49.3753
7.29744,51.3685,48.1937
3.19658,51.9471,48.3229
4.54114,54.2261,50.6989
9.27898,56.7699,58.3688
8.22275,57.3302,53.1249
7.68771,58.7426,55.2927
8.28851,61.2695,56.764
7.54837,61.5132,59.0153
7.73934,65.467,60.345
7.43516,69.5096,66.5547
6.73584,71.8534,65.9047
7.01753,76.9552,70.3818
7.8913,78.6415,70.213
10.9469,78.3016,71.2932
9.91165,76.8576,70.0252
3.73981,77.4042,70.881
4.24596,77.5366,68.8427
6.19663,79.7514,68.8555
9.66424,75.773,66.4774
14.5651,73.213,66.3041
0.0285067,72.642,65.9203
0.779835,76.5438,64.7208
2.87856,68.5414,60.7814
7.15346,67.7151,60.4078
10.9651,63.9021,57.3043
6.24759,64.3533,57.4467
1.72678,62.786,57.0467
21.4002,65.3722,60.4783
4.00845,66.3467,45.8396
18.0459,67.5023,35.7711
4.43184,42.5667,35.788
3.25171,34.9185,36.5422
2.3224,36.1348,40.525
14.5002,40.2007,47.4119
1.15169,42.1503,51.9066
0.297457,46.3622,37.7637
0.588014,29.4712,28.418
8.71694,43.7338,31.0672
0.65689,26.0763,29.3534
5.36888,43.594,27.966
0.0790958,22.2787,23.4177
6.70295,20.256,18.2046
3.4302,15.9728,14.4682
18.4034,26.1799,24.1678
6.90162,12.7918,11.2835
5.93442,13.9692,12.3019
5.53404,9.48151,8.03124
8.03335,11.775,10.7387
6.7657,5.33705,4.7613
5.67904,5.38899,5.28036
4.79761,9.15531,8.26325
4.89211,1.19877,0.851766
4.45489,1.14963,0.869418
5.97056,0.967848,0.655918
5.67605,1.10966,0.878705
4.08682,0.999554,0.850632
4.3929,0.50751,0.240211
6.97517,0.197213,0.153067
9.77296,0.594537,0.621562
14.6398,1.44694,1.90404
5.51973,2.7314,2.45109
2.18137,3.83972,4.0082
7.05697,6.02456,6.27028
14.9584,5.18976,5.01535
23.9544,8.55543,7.90296
34.3902,7.11377,7.05894
46.1167,8.44366,8.35502
61.79,10.4691,9.91332
72.1518,12.6833,11.4771
38.5966,9.85928,9.62139
37.7375,11.7283,11.3195
40.229,9.57263,9.10997
39.163,10.0725,9.39822
41.459,12.5613,12.15
41.0369,11.5623,11.0917
42.9918,9.89243,8.97492
41.513,11.4556,10.6928
476.808,14.7401,14.0037
32.6059,11.5396,11.4072
136.936,8.65813,8.33374
